age,annual_income,loan_amount,loan_term_months,credit_score,existing_loans_count,debt_to_income_ratio,credit_utilization,missed_payments_last_12m,employment_years,employment_type,monthly_installment,installment_to_income_ratio,default
24,19157.54,8711.97,48,644.0,1,0.487,0.555,0,12.2,salaried,181.5,0.114,0
40,78079.25,25967.94,48,690.0,2,0.636,0.557,0,28.3,salaried,541.0,0.083,0
52,48404.9,19408.81,12,808.0,0,0.462,0.098,1,18.4,business_owner,1617.4,0.401,0
56,92780.21,17118.94,60,702.0,0,0.5,0.793,0,6.7,self_employed,285.32,0.037,0
24,21318.82,6147.92,48,510.0,1,0.85,0.536,0,24.2,self_employed,128.08,0.072,1
47,42371.84,6310.33,60,734.0,2,0.381,0.091,1,19.7,salaried,105.17,0.03,0
37,43993.53,8115.48,24,630.0,1,0.692,0.747,0,3.3,salaried,338.14,0.092,0
32,56111.9,10983.7,12,665.0,2,0.334,0.981,0,8.3,salaried,915.31,0.196,0
42,25270.84,39357.73,24,501.0,3,0.332,0.441,1,4.7,salaried,1639.91,0.779,1
37,64345.28,8979.14,60,695.0,1,0.838,0.116,0,2.2,self_employed,149.65,0.028,0
30,127494.84,21221.09,48,533.0,2,0.644,0.101,0,6.9,salaried,442.11,0.042,0
21,62147.67,10108.6,24,698.0,2,0.84,0.026,1,8.3,salaried,421.19,0.081,0
42,51350.82,17740.84,36,585.0,2,0.895,0.77,0,14.0,salaried,492.8,0.115,0
46,24618.94,12864.3,12,715.0,2,0.05,0.694,1,29.1,salaried,1072.02,0.523,0
38,33285.49,14856.81,60,533.0,0,0.886,0.584,1,28.3,business_owner,247.61,0.089,0
34,47670.95,16676.72,48,510.0,1,0.136,0.766,0,22.6,salaried,347.43,0.087,0
49,37613.25,11502.57,24,601.0,1,0.11,0.999,0,19.4,salaried,479.27,0.153,0
32,81889.68,16725.31,12,674.0,1,0.703,0.402,0,28.4,salaried,1393.78,0.204,1
56,64013.65,28010.91,48,547.0,2,0.348,0.706,0,4.3,business_owner,583.56,0.109,1
55,188374.88,8497.53,24,668.0,2,0.83,0.377,1,9.9,salaried,354.06,0.023,0
32,30018.55,27214.89,60,729.0,2,0.513,0.352,0,16.6,salaried,453.58,0.181,0
27,49839.21,11394.41,36,531.0,1,0.378,0.851,0,24.4,self_employed,316.51,0.076,1
49,24544.76,10693.64,36,668.0,0,0.112,0.575,1,18.7,salaried,297.05,0.145,0
31,16135.54,20327.62,60,699.0,0,0.445,0.121,1,24.3,self_employed,338.79,0.252,0
53,70358.61,10886.78,12,633.0,0,0.286,0.404,0,4.6,self_employed,907.23,0.155,0
26,62837.52,16179.52,60,643.0,1,0.115,0.797,1,5.8,salaried,269.66,0.051,0
35,31974.85,15297.56,24,523.0,3,0.62,0.94,0,22.2,salaried,637.4,0.239,1
52,51354.86,3827.27,12,689.0,2,0.881,0.614,0,10.4,self_employed,318.94,0.075,0
31,35787.94,17163.68,36,656.0,1,0.372,0.394,0,13.1,business_owner,476.77,0.16,0
43,38288.17,5627.04,24,664.0,2,0.303,0.252,2,23.7,self_employed,234.46,0.073,1
46,41766.83,5890.35,48,836.0,0,0.126,0.422,0,2.1,salaried,122.72,0.035,0
54,31310.77,16645.22,48,631.0,1,0.24,0.566,3,5.0,salaried,346.78,0.133,1
54,34257.99,18434.03,48,679.0,2,0.292,0.004,0,8.9,salaried,384.04,0.135,0
49,34744.7,27529.95,36,766.0,0,0.343,0.269,0,26.5,salaried,764.72,0.264,0
24,60563.0,6949.18,60,646.0,0,0.589,0.672,0,12.1,salaried,115.82,0.023,0
37,12245.21,8563.23,12,586.0,0,0.148,0.673,1,7.6,salaried,713.6,0.699,1
55,43747.31,17652.27,36,686.0,6,0.1,0.653,0,20.4,business_owner,490.34,0.135,0
33,28457.27,27849.39,24,588.0,3,0.841,0.95,0,0.9,salaried,1160.39,0.489,1
61,28976.01,14992.49,24,758.0,1,0.729,0.569,0,23.3,salaried,624.69,0.259,0
59,37690.88,7888.81,48,696.0,3,0.286,0.27,1,20.9,salaried,164.35,0.052,0
35,48670.59,32986.39,12,573.0,0,0.593,0.812,0,1.7,salaried,2748.87,0.678,0
49,44037.38,11413.82,48,538.0,1,0.554,0.389,2,14.9,self_employed,237.79,0.065,1
49,28795.37,11629.26,24,664.0,1,0.682,0.239,0,12.1,self_employed,484.55,0.202,0
31,70322.58,5644.81,24,673.0,0,0.78,0.557,2,4.7,self_employed,235.2,0.04,1
52,31216.37,20628.99,60,538.0,0,0.354,0.289,0,4.6,self_employed,343.82,0.132,0
22,33950.09,22282.64,60,721.0,2,0.612,0.396,0,4.8,salaried,371.38,0.131,0
34,56514.13,8747.31,60,710.0,2,0.732,0.693,0,18.0,salaried,145.79,0.031,0
40,57537.05,38205.1,48,681.0,2,0.644,0.996,1,5.1,salaried,795.94,0.166,0
42,36103.68,9393.03,12,718.0,3,0.834,0.645,0,1.8,salaried,782.75,0.26,0
31,11292.78,19441.26,60,561.0,4,0.47,0.276,0,28.7,business_owner,324.02,0.344,1
47,31484.62,15278.31,36,566.0,1,0.732,0.09,0,1.2,salaried,424.4,0.162,1
23,53153.76,3962.64,60,627.0,5,0.823,0.362,1,19.9,salaried,66.04,0.015,0
37,69168.72,18515.1,48,593.0,1,0.523,0.019,0,28.1,salaried,385.73,0.067,0
64,47115.23,17544.13,12,695.0,0,0.065,0.465,0,1.1,business_owner,1462.01,0.372,0
48,38580.68,4629.34,60,722.0,1,0.745,0.66,1,29.0,salaried,77.16,0.024,0
49,154292.51,33362.91,12,587.0,3,0.769,0.512,0,15.1,salaried,2780.24,0.216,0
41,40690.79,17586.96,36,572.0,3,0.39,0.865,0,23.6,salaried,488.53,0.144,0
36,66577.13,28103.25,24,727.0,2,0.245,0.494,0,18.8,self_employed,1170.97,0.211,0
57,25146.5,4771.12,12,562.0,1,0.881,0.462,0,18.5,salaried,397.59,0.19,0
40,28421.92,10443.56,60,624.0,0,0.519,0.31,0,23.7,salaried,174.06,0.073,0
26,67755.63,27129.08,48,559.0,2,0.489,0.838,1,2.0,salaried,565.19,0.1,1
39,82642.61,5213.6,48,597.0,3,0.854,0.904,1,11.8,salaried,108.62,0.016,1
25,40341.72,10628.92,48,514.0,0,0.397,0.978,0,29.1,self_employed,221.44,0.066,1
23,19451.55,17049.92,48,765.0,2,0.771,0.981,0,1.6,salaried,355.21,0.219,0
21,45081.23,4286.61,12,741.0,1,0.646,0.98,1,7.9,self_employed,357.22,0.095,0
58,53890.15,6046.08,48,577.0,2,0.873,0.712,1,20.2,self_employed,125.96,0.028,1
35,51503.7,30615.16,24,692.0,1,0.414,0.563,1,3.0,salaried,1275.63,0.297,0
54,36986.39,13847.73,36,521.0,0,0.821,0.172,2,16.1,salaried,384.66,0.125,1
55,45413.19,27065.63,12,706.0,2,0.534,0.767,0,21.4,self_employed,2255.47,0.596,0
45,33695.23,14902.1,12,570.0,0,0.454,0.735,0,22.7,self_employed,1241.84,0.442,0
44,28115.63,58310.52,48,760.0,0,0.31,0.842,0,16.8,salaried,1214.8,0.518,0
32,71527.28,17382.85,48,696.0,2,0.52,0.462,1,15.0,salaried,362.14,0.061,0
38,51477.45,28620.18,12,617.0,2,0.537,0.892,0,21.4,self_employed,2385.02,0.556,1
35,45463.19,11525.86,48,613.0,0,0.814,0.719,0,4.4,salaried,240.12,0.063,1
64,38041.24,15160.34,48,663.0,2,0.648,0.171,0,20.4,self_employed,315.84,0.1,0
36,44797.75,19636.05,48,567.0,2,0.753,0.207,0,27.6,self_employed,409.08,0.11,1
47,53112.0,21691.68,48,751.0,1,0.704,0.814,0,20.5,salaried,451.91,0.102,0
28,116347.98,13050.81,48,678.0,0,0.285,0.426,1,1.4,business_owner,271.89,0.028,0
45,68000.37,13381.74,60,737.0,2,0.225,0.249,1,15.2,self_employed,223.03,0.039,0
37,35131.22,18054.53,60,430.0,3,0.27,0.423,0,21.8,salaried,300.91,0.103,1
49,35316.94,18047.42,60,651.0,0,0.175,0.161,1,1.3,salaried,300.79,0.102,0
28,32668.27,7222.56,12,672.0,1,0.378,0.892,1,22.9,business_owner,601.88,0.221,0
35,44344.31,15290.34,36,650.0,0,0.606,0.072,0,8.4,self_employed,424.73,0.115,0
47,32655.69,16195.11,12,652.0,1,0.506,0.353,1,17.7,salaried,1349.59,0.496,0
27,62156.57,7436.9,60,621.0,2,0.627,0.557,1,29.0,self_employed,123.95,0.024,1
23,13072.18,23007.05,12,853.0,0,0.353,0.874,1,29.8,salaried,1917.25,1.76,0
49,64060.56,17113.91,36,672.0,0,0.224,0.782,1,19.0,salaried,475.39,0.089,0
64,56257.17,54089.19,48,661.0,0,0.222,0.022,0,14.7,business_owner,1126.86,0.24,0
44,92168.27,13152.83,24,734.0,2,0.561,0.825,0,5.3,business_owner,548.03,0.071,1
23,75992.87,26414.45,60,600.0,1,0.19,0.638,0,6.3,self_employed,440.24,0.07,0
40,34827.1,18462.1,60,534.0,1,0.388,0.133,1,12.9,self_employed,307.7,0.106,0
35,71836.58,42313.6,36,732.0,0,0.231,0.617,0,21.1,salaried,1175.38,0.196,0
45,45069.74,7465.23,48,620.0,2,0.613,0.818,0,23.1,salaried,155.53,0.041,0
50,18635.93,9924.99,48,772.0,0,0.573,0.602,1,6.7,salaried,206.77,0.133,0
34,53072.59,7620.33,24,767.0,0,0.374,0.999,2,16.1,salaried,317.51,0.072,0
27,35877.77,12749.53,48,441.0,3,0.159,0.507,0,17.7,self_employed,265.62,0.089,1
37,49026.23,6803.32,36,657.0,2,0.23,0.673,0,26.8,salaried,188.98,0.046,0
64,111940.74,5347.31,48,747.0,0,0.451,0.07,1,26.3,self_employed,111.4,0.012,0
40,54851.97,3714.3,36,492.0,1,0.876,0.813,0,24.5,salaried,103.18,0.023,1
56,29476.03,3574.28,60,683.0,0,0.28,0.624,0,15.5,salaried,59.57,0.024,0
29,79396.34,19807.88,60,709.0,4,0.213,0.561,0,2.0,salaried,330.13,0.05,0
58,58763.21,10165.32,60,645.0,1,0.238,0.709,0,10.0,self_employed,169.42,0.035,0
42,27789.65,6372.51,12,646.0,2,0.652,0.561,0,18.7,self_employed,531.04,0.229,0
22,21957.87,8996.15,60,758.0,0,0.827,0.766,1,19.1,salaried,149.94,0.082,0
44,30071.44,9732.81,36,515.0,1,0.114,0.584,1,25.5,salaried,270.36,0.108,1
28,74469.95,7489.37,24,725.0,2,0.687,0.52,1,11.4,self_employed,312.06,0.05,0
31,42158.81,35007.94,48,691.0,1,0.47,0.135,0,28.1,business_owner,729.33,0.208,0
33,51050.53,31260.09,60,767.0,1,0.751,0.472,1,4.9,self_employed,521.0,0.122,0
37,25102.81,34651.42,12,565.0,1,0.408,0.538,0,1.5,salaried,2887.62,1.38,1
28,75478.98,14876.2,12,783.0,0,0.054,0.625,2,5.3,salaried,1239.68,0.197,0
41,17897.35,15808.11,36,525.0,2,0.63,0.456,1,13.9,salaried,439.11,0.294,1
38,35323.76,9031.12,24,620.0,2,0.737,0.147,0,24.7,salaried,376.3,0.128,1
50,60429.45,8036.57,60,545.0,2,0.817,0.15,0,4.6,salaried,133.94,0.027,0
38,27964.31,13535.02,60,715.0,1,0.534,0.721,0,16.4,business_owner,225.58,0.097,0
51,66640.29,19759.97,12,581.0,0,0.154,0.661,0,23.3,salaried,1646.66,0.297,1
58,31742.22,27377.06,36,752.0,3,0.364,0.259,1,1.0,business_owner,760.47,0.287,0
52,26554.77,9627.77,12,498.0,0,0.717,0.446,0,1.2,salaried,802.31,0.363,0
31,93268.81,6300.35,12,610.0,1,0.47,0.307,0,14.7,salaried,525.03,0.068,0
45,52942.68,20751.86,24,811.0,2,0.644,0.181,0,5.5,salaried,864.66,0.196,0
53,63545.92,4487.78,36,582.0,3,0.054,0.326,0,13.5,salaried,124.66,0.024,0
58,81560.86,13049.09,24,745.0,2,0.112,0.263,0,1.3,salaried,543.71,0.08,0
61,13231.43,14095.1,36,713.0,1,0.629,0.082,0,29.3,salaried,391.53,0.355,0
28,67332.03,10643.74,60,532.0,2,0.297,0.504,1,19.6,salaried,177.4,0.032,1
31,33506.25,5286.19,48,669.0,1,0.38,0.451,0,20.6,self_employed,110.13,0.039,0
42,35787.85,10728.22,48,788.0,2,0.596,0.715,0,15.3,business_owner,223.5,0.075,0
44,61005.58,35793.64,36,613.0,1,0.145,0.62,1,24.7,salaried,994.27,0.196,0
61,40883.41,19054.01,48,588.0,0,0.758,0.343,0,25.0,salaried,396.96,0.117,0
37,65990.13,26823.37,12,680.0,3,0.173,0.496,1,4.8,business_owner,2235.28,0.406,0
32,48029.88,6436.11,60,631.0,4,0.673,0.536,0,23.1,self_employed,107.27,0.027,0
52,53322.01,15575.04,60,515.0,1,0.299,0.918,1,17.0,salaried,259.58,0.058,1
35,38364.55,14086.95,48,630.0,1,0.271,0.982,0,22.9,salaried,293.48,0.092,0
36,28782.8,14251.58,36,606.0,0,0.748,0.816,1,27.6,salaried,395.88,0.165,1
42,33854.97,18648.25,12,638.0,3,0.519,0.562,1,10.1,business_owner,1554.02,0.551,0
48,46564.23,14594.4,36,434.0,3,0.225,0.928,0,17.1,self_employed,405.4,0.104,1
40,122837.69,6544.14,48,683.0,1,0.052,0.178,1,23.6,self_employed,136.34,0.013,0
53,102329.49,19301.78,60,503.0,3,0.877,0.696,1,29.6,salaried,321.7,0.038,0
30,35360.55,22126.48,60,717.0,1,0.417,0.46,0,18.4,business_owner,368.77,0.125,0
60,50520.22,29486.49,36,746.0,0,0.388,0.145,0,21.6,salaried,819.07,0.195,0
52,42452.39,30278.46,24,471.0,0,0.093,0.075,0,25.4,business_owner,1261.6,0.357,0
53,52319.96,17780.54,36,767.0,3,0.81,0.481,0,22.5,salaried,493.9,0.113,0
22,55795.94,6729.78,24,639.0,1,0.169,0.239,0,28.3,self_employed,280.41,0.06,0
53,63815.89,5336.74,36,747.0,0,0.335,0.251,0,6.9,salaried,148.24,0.028,0
53,11492.28,11657.95,24,734.0,3,0.408,0.32,0,27.2,salaried,485.75,0.507,0
61,58879.56,23194.78,24,520.0,0,0.739,0.718,0,6.2,salaried,966.45,0.197,0
33,40156.5,22315.15,24,573.0,1,0.356,0.164,0,17.0,salaried,929.8,0.278,0
50,34459.19,15746.91,24,795.0,1,0.502,0.718,0,15.7,business_owner,656.12,0.228,0
53,72920.74,13069.86,12,538.0,1,0.414,0.783,1,24.9,salaried,1089.16,0.179,1
33,102069.8,41866.49,24,682.0,0,0.315,0.594,1,12.0,salaried,1744.44,0.205,0
46,69182.39,18852.85,24,582.0,1,0.854,0.248,0,4.3,salaried,785.54,0.136,1
42,37824.95,12678.16,60,569.0,0,0.727,0.052,1,21.2,salaried,211.3,0.067,1
59,28623.9,9070.07,12,648.0,2,0.198,0.408,0,18.2,salaried,755.84,0.317,0
22,10903.92,7294.21,24,847.0,0,0.522,0.847,0,24.8,salaried,303.93,0.334,0
58,53704.82,6875.79,48,719.0,0,0.727,0.102,0,22.8,salaried,143.25,0.032,0
59,65480.53,7294.7,12,555.0,2,0.543,0.745,3,26.8,business_owner,607.89,0.111,1
46,46586.6,15812.74,60,668.0,1,0.47,0.468,1,25.2,salaried,263.55,0.068,1
35,78188.13,13215.67,36,483.0,1,0.111,0.899,0,20.6,salaried,367.1,0.056,1
54,25334.06,10986.81,60,447.0,2,0.14,0.356,0,14.0,self_employed,183.11,0.087,1
62,44998.32,20782.92,60,665.0,1,0.258,0.705,0,0.6,salaried,346.38,0.092,0
64,43254.2,39557.28,12,714.0,0,0.486,0.74,1,9.2,self_employed,3296.44,0.915,0
60,46394.94,8151.78,12,790.0,1,0.889,0.199,0,21.8,business_owner,679.32,0.176,0
31,87900.94,8914.45,48,684.0,4,0.732,0.158,2,1.8,salaried,185.72,0.025,0
23,46517.27,3532.53,48,651.0,1,0.144,0.093,0,22.7,salaried,73.59,0.019,0
26,42302.6,13150.32,12,619.0,2,0.66,0.702,0,15.5,salaried,1095.86,0.311,1
29,30688.81,12374.93,12,698.0,4,0.739,0.548,0,26.0,salaried,1031.24,0.403,1
26,95252.8,22826.43,12,541.0,4,0.402,0.087,0,19.8,salaried,1902.2,0.24,0
29,23966.25,12681.66,36,589.0,1,0.331,0.308,0,24.0,self_employed,352.27,0.176,0
59,37179.03,9387.5,60,544.0,0,0.547,0.142,0,5.1,business_owner,156.46,0.05,0
51,114344.21,14997.09,48,603.0,2,0.491,0.093,0,5.2,salaried,312.44,0.033,0
52,61952.4,18661.93,48,585.0,2,0.275,0.299,0,6.3,salaried,388.79,0.075,0
61,48528.75,5061.22,24,579.0,1,0.388,0.096,0,10.0,salaried,210.88,0.052,0
32,49555.38,24443.87,36,592.0,3,0.513,0.26,2,27.1,salaried,679.0,0.164,1
28,30540.56,29254.29,12,669.0,2,0.543,0.553,1,23.2,salaried,2437.86,0.958,1
28,47369.62,18554.6,12,764.0,4,0.502,0.561,1,10.9,salaried,1546.22,0.392,0
48,41153.62,7625.61,36,676.0,1,0.769,0.168,0,27.6,business_owner,211.82,0.062,0
40,53627.34,10986.08,48,598.0,2,0.077,0.191,0,23.4,self_employed,228.88,0.051,0
27,23083.64,27166.09,12,689.0,0,0.333,0.855,0,19.7,salaried,2263.84,1.177,1
31,59809.87,7428.41,24,660.0,0,0.687,0.167,0,13.1,business_owner,309.52,0.062,0
40,81496.46,19480.83,48,665.0,1,0.604,0.046,1,19.5,business_owner,405.85,0.06,0
36,44271.15,12958.88,60,648.0,1,0.831,0.245,1,17.8,business_owner,215.98,0.059,0
24,67747.93,14707.55,36,805.0,3,0.55,0.576,0,23.5,salaried,408.54,0.072,0
26,57249.44,8091.24,48,659.0,3,0.592,0.007,1,6.8,salaried,168.57,0.035,0
42,36175.23,16291.5,60,599.0,1,0.649,0.985,0,26.6,salaried,271.52,0.09,0
46,28875.16,15606.54,24,580.0,1,0.208,0.23,0,17.8,business_owner,650.27,0.27,0
23,30970.98,5401.25,36,731.0,2,0.69,0.238,1,24.2,self_employed,150.03,0.058,1
61,56752.01,13324.15,12,543.0,1,0.305,0.739,2,10.4,salaried,1110.35,0.235,1
62,47663.8,19309.23,12,772.0,0,0.411,0.248,1,11.8,business_owner,1609.1,0.405,0
34,92739.2,10602.34,60,478.0,1,0.062,0.396,1,28.1,salaried,176.71,0.023,1
31,72797.37,3075.93,48,760.0,0,0.767,0.544,0,18.7,self_employed,64.08,0.011,0
38,72721.51,12470.36,24,722.0,1,0.86,0.022,2,9.5,self_employed,519.6,0.086,0
32,55912.34,32205.12,60,610.0,1,0.101,0.837,0,2.5,self_employed,536.75,0.115,0
43,30299.93,10865.18,24,582.0,0,0.59,0.512,1,13.0,salaried,452.72,0.179,0
32,57680.22,31482.61,24,761.0,1,0.867,0.313,2,25.5,salaried,1311.78,0.273,0
33,50611.12,8205.71,24,812.0,2,0.566,0.4,1,7.5,salaried,341.9,0.081,0
45,27744.96,6656.96,36,595.0,1,0.728,0.056,0,25.8,salaried,184.92,0.08,0
39,89767.17,13318.89,60,702.0,0,0.15,0.718,0,4.8,business_owner,221.98,0.03,0
56,85062.77,8155.54,36,738.0,3,0.258,0.54,1,3.9,business_owner,226.54,0.032,0
28,27665.06,16283.61,48,704.0,0,0.344,0.914,0,18.2,self_employed,339.24,0.147,0
49,35635.68,10683.52,48,655.0,2,0.884,0.464,1,24.1,salaried,222.57,0.075,0
52,37235.76,32349.38,12,615.0,1,0.715,0.828,0,23.4,salaried,2695.78,0.869,1
64,66497.91,10249.66,12,675.0,1,0.803,0.188,0,16.3,salaried,854.14,0.154,0
38,62778.16,14098.76,12,462.0,2,0.464,0.057,0,19.2,self_employed,1174.9,0.225,0
26,50121.41,19106.84,48,771.0,1,0.659,0.948,0,7.7,salaried,398.06,0.095,0
38,56214.42,23713.26,24,496.0,0,0.672,0.257,0,16.5,salaried,988.05,0.211,1
39,25749.85,32460.71,24,575.0,1,0.534,0.834,2,6.2,salaried,1352.53,0.63,1
42,59318.75,11603.73,60,620.0,1,0.796,0.257,0,27.9,salaried,193.4,0.039,0
57,46609.39,10513.5,48,560.0,5,0.185,0.156,0,20.3,self_employed,219.03,0.056,1
52,34908.25,4237.17,12,548.0,1,0.099,0.733,0,16.9,salaried,353.1,0.121,0
61,22782.47,45479.95,48,777.0,0,0.308,0.778,0,7.4,self_employed,947.5,0.499,0
23,49686.1,16590.38,24,812.0,0,0.125,0.844,1,12.3,salaried,691.27,0.167,0
48,58599.41,20974.96,24,789.0,3,0.101,0.865,0,23.4,salaried,873.96,0.179,0
30,20926.24,18646.94,36,725.0,1,0.406,0.483,1,7.2,salaried,517.97,0.297,0
55,49476.0,13762.75,36,872.0,1,0.22,0.4,0,3.9,self_employed,382.3,0.093,0
49,52110.4,16485.09,60,626.0,0,0.722,0.751,1,9.2,salaried,274.75,0.063,1
35,37156.17,9549.1,48,617.0,2,0.543,0.569,0,23.8,salaried,198.94,0.064,0
53,59273.59,11144.94,36,651.0,0,0.357,0.965,0,26.5,business_owner,309.58,0.063,0
27,45874.69,7554.33,36,779.0,1,0.294,0.376,0,12.4,salaried,209.84,0.055,0
32,56476.82,34007.84,48,703.0,1,0.529,0.043,0,23.4,salaried,708.5,0.151,0
50,64031.05,18711.41,24,805.0,3,0.419,0.589,1,10.0,salaried,779.64,0.146,0
41,64048.98,43726.24,60,656.0,1,0.097,0.353,0,15.3,salaried,728.77,0.137,0
51,81504.23,52988.49,60,515.0,0,0.615,0.343,0,0.6,salaried,883.14,0.13,1
44,58055.96,5753.17,60,589.0,0,0.475,0.565,0,21.4,salaried,95.89,0.02,0
40,38618.23,24128.21,36,742.0,1,0.285,0.922,1,21.6,business_owner,670.23,0.208,0
57,35458.03,5914.85,24,605.0,1,0.297,0.267,1,3.0,self_employed,246.45,0.083,0
24,28806.19,14860.33,60,659.0,1,0.435,0.38,0,10.8,salaried,247.67,0.103,0
48,52869.92,16136.48,48,672.0,1,0.753,0.891,1,14.5,salaried,336.18,0.076,0
64,94907.3,6171.52,60,813.0,1,0.41,0.895,0,23.2,salaried,102.86,0.013,0
40,40977.31,8582.57,12,729.0,1,0.764,0.235,0,24.7,self_employed,715.21,0.209,0
44,61377.84,16584.29,24,711.0,1,0.411,0.706,0,21.6,salaried,691.01,0.135,0
52,33653.08,14850.38,12,664.0,0,0.755,0.416,0,6.5,self_employed,1237.53,0.441,0
61,54035.82,7251.6,24,575.0,1,0.842,0.936,1,10.7,business_owner,302.15,0.067,1
56,92011.93,8788.34,48,672.0,1,0.067,0.732,0,7.4,salaried,183.09,0.024,0
54,69087.15,5459.63,36,846.0,1,0.103,0.494,1,19.1,business_owner,151.66,0.026,0
56,22350.28,6491.48,36,696.0,0,0.164,0.817,2,19.4,salaried,180.32,0.097,1
22,65208.65,10690.9,24,600.0,1,0.154,0.998,1,0.5,salaried,445.45,0.082,0
35,66710.18,24160.44,60,612.0,3,0.436,0.447,0,22.0,salaried,402.67,0.072,1
54,53462.91,26069.98,12,778.0,1,0.699,0.374,0,6.9,salaried,2172.5,0.488,0
56,68443.31,40137.33,48,602.0,1,0.867,0.607,0,24.0,self_employed,836.19,0.147,0
26,32313.78,17232.61,60,632.0,0,0.405,0.683,0,25.0,salaried,287.21,0.107,0
59,50596.19,14957.53,36,547.0,2,0.635,0.704,3,23.9,salaried,415.49,0.099,1
62,85398.77,17981.3,60,625.0,0,0.59,0.474,0,12.2,salaried,299.69,0.042,1
32,81631.85,17878.13,12,693.0,0,0.384,0.332,0,10.4,salaried,1489.84,0.219,0
23,64474.33,5064.91,36,623.0,1,0.663,0.822,1,13.1,salaried,140.69,0.026,1
38,31523.94,41494.83,24,652.0,0,0.553,0.958,2,15.8,self_employed,1728.95,0.658,1
60,29137.12,4194.11,48,546.0,2,0.696,0.864,0,7.5,self_employed,87.38,0.036,1
41,51910.27,26615.72,48,600.0,2,0.215,0.682,0,27.9,salaried,554.49,0.128,0
35,53658.07,13819.45,36,842.0,0,0.356,0.36,1,15.1,salaried,383.87,0.086,0
53,46621.36,6948.64,24,638.0,1,0.621,0.622,0,2.2,self_employed,289.53,0.075,0
55,32781.1,18376.44,12,683.0,1,0.156,0.101,1,29.9,salaried,1531.37,0.561,0
46,60990.94,12445.53,48,578.0,0,0.705,0.534,0,14.5,self_employed,259.28,0.051,1
28,51796.75,8870.42,36,655.0,0,0.163,0.781,1,28.4,self_employed,246.4,0.057,0
56,56665.01,5831.99,48,626.0,0,0.326,0.251,0,11.7,salaried,121.5,0.026,0
50,65954.27,5545.24,24,749.0,0,0.252,0.502,2,6.7,self_employed,231.05,0.042,0
43,42752.16,9259.94,12,745.0,1,0.102,0.073,0,22.1,salaried,771.66,0.217,0
62,38392.63,10591.5,24,754.0,1,0.28,0.838,0,13.0,salaried,441.31,0.138,0
64,85287.46,6461.87,60,657.0,1,0.825,0.35,0,26.4,salaried,107.7,0.015,0
34,33567.74,13671.77,24,834.0,0,0.073,0.582,0,13.9,salaried,569.66,0.204,0
34,38770.42,7038.27,24,722.0,0,0.064,0.379,0,10.2,salaried,293.26,0.091,0
22,90864.43,16582.98,48,521.0,2,0.649,0.598,0,29.0,salaried,345.48,0.046,1
57,37290.28,27968.32,24,789.0,0,0.362,0.744,0,24.9,business_owner,1165.35,0.375,0
25,46662.27,15892.85,36,649.0,2,0.245,0.327,2,6.2,salaried,441.47,0.114,1
58,39895.35,12628.34,48,752.0,1,0.483,0.519,0,14.7,salaried,263.09,0.079,0
61,20098.27,9692.06,48,555.0,0,0.277,0.795,0,3.4,salaried,201.92,0.121,0
34,46089.76,31813.92,60,644.0,2,0.383,0.688,0,3.2,salaried,530.23,0.138,1
59,29575.13,11895.2,36,717.0,2,0.658,0.057,1,25.6,salaried,330.42,0.134,0
45,55675.21,59523.96,24,672.0,0,0.149,0.569,0,28.0,salaried,2480.16,0.535,0
40,85205.33,6569.4,60,637.0,1,0.866,0.376,0,22.2,self_employed,109.49,0.015,0
22,16202.38,15897.93,36,429.0,1,0.086,0.709,0,29.7,business_owner,441.61,0.327,1
59,39996.27,31183.18,60,583.0,0,0.736,0.017,0,1.4,salaried,519.72,0.156,0
26,61461.22,8830.07,12,562.0,4,0.666,0.331,1,9.9,salaried,735.84,0.144,1
37,16454.03,11594.96,24,482.0,1,0.29,0.086,0,4.0,salaried,483.12,0.352,1
45,95619.56,19451.66,60,586.0,1,0.151,0.92,1,23.5,salaried,324.19,0.041,0
48,59275.18,16860.59,12,817.0,1,0.775,0.876,0,26.7,salaried,1405.05,0.284,0
22,84255.27,18691.41,24,754.0,1,0.628,0.968,0,13.4,self_employed,778.81,0.111,0
55,36976.06,26799.94,60,575.0,0,0.297,0.643,1,24.9,salaried,446.67,0.145,0
57,39274.85,10850.29,60,597.0,0,0.064,0.807,0,25.4,self_employed,180.84,0.055,0
25,45230.72,31641.21,60,597.0,0,0.848,0.612,0,4.2,business_owner,527.35,0.14,1
21,142786.32,4759.94,60,718.0,3,0.394,0.492,0,11.3,salaried,79.33,0.007,0
60,94755.26,25500.73,48,686.0,2,0.2,0.834,0,5.6,business_owner,531.27,0.067,0
32,52374.43,26590.88,60,586.0,1,0.825,0.776,1,20.1,self_employed,443.18,0.102,1
56,55670.23,8394.38,48,596.0,2,0.355,0.733,0,11.6,salaried,174.88,0.038,0
43,67336.11,5594.94,48,747.0,0,0.444,0.894,0,20.0,salaried,116.56,0.021,0
51,162068.99,11622.52,12,787.0,1,0.644,0.929,0,26.3,self_employed,968.54,0.072,0
31,59359.05,17022.34,24,569.0,0,0.747,0.445,1,12.4,self_employed,709.26,0.143,1
30,50160.33,10926.44,48,639.0,0,0.135,0.283,0,29.2,business_owner,227.63,0.054,0
23,41386.12,18054.77,36,662.0,1,0.814,0.512,1,12.3,self_employed,501.52,0.145,1
34,55130.46,42729.56,48,633.0,2,0.843,0.093,1,6.4,salaried,890.2,0.194,0
